            SourceId      RAdeg     DEdeg  o_Gmag  o_GBPmag  o_GRPmag          Per    Gmag  GBPmag  GRPmag      R21      R31    Phi21    Phi31    Plx  e_Plx  E(BP/RP)   epsi  Signiepsi    RUWE       Class   New     Notes
   47299585774090112   65.00748  17.27939      25        23        23    16.639920  16.626  17.312  15.777    0.191    0.070    5.308    2.727 -0.036  0.107     1.385  0.000      0.000   1.035        WVIR  -999      -999
 5338036117182452096  166.05607 -60.97991      34        31        32    16.659980   8.188   8.902   7.384 -999.000 -999.000 -999.000 -999.000  0.424  0.035     1.237  0.000      0.000   1.050      DCEP_F  -999       c,g
 5979494980409153664  259.58188 -32.38142      15        12        13    16.662200  13.609  14.241  12.739    0.282 -999.000    4.202 -999.000  0.861  0.032     1.371  0.000      0.000   1.317       OTHER  -999      -999
 6536608141936031616  352.52210 -40.24242      25        26        24    16.667010  15.013  15.650  14.253    0.461    0.446    4.836    1.509  0.484  0.032     1.281  0.000      0.000   1.105       OTHER  -999      -999
 4303407323363992960  298.51329  10.69598      26        25        25    16.690850   9.490  10.109   8.755    0.074    0.215    3.566    1.531  2.402  0.048     1.249  0.000      0.000   0.995       OTHER  -999      -999
 4358180525881147264  247.84706  -2.20649      26        26        26    16.696790  14.983  15.819  14.080    0.197 -999.000    1.148 -999.000  0.827  0.052     1.357  0.105      1.691   1.157       OTHER  -999      -999
 1872631412092969728  314.36050  39.02128      31        27        26    16.699070  15.748  16.663  14.782    0.060    0.142    4.924    1.122  0.338  0.037     1.354  0.000      0.000   0.901       OTHER  -999      -999
 4052025838158485504  277.22463 -26.75858      15        13        13    18.410880  12.763  13.310  11.977    0.276 -999.000    3.357 -999.000  0.091  0.048     1.229  0.000      0.000   1.012        WVIR  -999         a
 3800962429652669824  174.77444   4.32797      22        19        20    16.903670  16.569  16.998  15.792    0.671    0.573    2.579    1.805  0.101  0.088     1.259  0.098      0.333   1.048       OTHER  -999      -999
 6050413068034176256  244.14072 -23.16028      33        30        30    44.431100  12.682  13.107  12.091    0.839    0.354    1.433    3.383  0.015  0.046     1.269  0.000      0.000   0.991       OTHER  -999         a
 5242728490740579712  148.52616 -69.84293      30        24        24    16.976560  14.419  15.048  13.649    0.298 -999.000    5.217 -999.000  0.192  0.021     1.278  0.000      0.000   1.002       OTHER  -999      -999
 6096871454393708416  211.14138 -45.54217      16        14        15    17.002800  13.175  13.613  12.409    0.187 -999.000    5.731 -999.000  0.025  0.046     1.281  0.000      0.000   1.160        WVIR  -999      -999
 6903017574395143040  310.61687  -9.91748      36        34        33    17.004830  15.874  16.429  15.205    0.670    0.517    6.338    0.950  0.041  0.062     1.257  0.046      0.194   1.096       OTHER  -999      -999
 2058374144759464064  301.11066  34.11225      29        28        28    17.073690   8.465   9.242   7.605    0.184    0.266    4.464    2.029  0.381  0.033     1.376  0.000      0.000   0.994      DCEP_F  -999      -999
 5878388529664102016  218.79935 -60.99798      45        41        39    17.110250   9.851  10.959   8.741    0.806    0.740    3.885    6.221  0.343  0.048     1.326  0.000      0.000   1.006      DCEP_F  -999      -999
 4175017625462647168  268.16124  -6.14360      14        14        14    17.124840   5.522   6.414   4.644 -999.000 -999.000 -999.000 -999.000  1.361  0.083     1.101  0.206     12.624   0.789      DCEP_F  -999       f,g
 4119895701646773120  266.22713 -19.39580      15        15        15    17.155360  14.305  14.908  13.310    0.369    0.285    6.140    3.980  0.128  0.039     1.361  0.000      0.000   1.046        WVIR  -999         a
 3637042116582796544  201.50829  -3.37873      17        15        15    17.272440   9.727   9.962   9.154    0.185 -999.000    6.471 -999.000  0.399  0.066     1.098  0.000      0.000   1.231        WVIR  -999         a
 1829189570235590272  305.70420  21.75916      60        49        51    17.506500  12.884  13.747  11.968    0.254    0.383    6.378    5.913  0.367  0.024     1.314  0.000      0.000   0.981       OTHER  -999      -999
 4041469259577608960  267.76181 -34.84708      15        14        13    17.513370  13.110  13.877  12.315 -999.000 -999.000 -999.000 -999.000  0.138  0.165     1.374  0.698     72.354   3.755        WVIR  -999     a,f,h
 5254732477703157760  156.73926 -60.70611      34        29        31    17.565620  14.521  15.135  13.698    0.530 -999.000    0.987 -999.000  0.085  0.019     1.302  0.000      0.000   0.912       OTHER  -999      -999
  557097360402739968   78.90137  81.20201      31        29        28    17.644490  12.645  13.311  11.864    0.295    0.260    1.003    1.604  0.703  0.023     1.274  0.000      0.000   1.151       OTHER  -999      -999
 2198162651491732608  329.46952  56.16389      38        36        34    17.871980   9.828  10.846   8.865    0.183    0.075    4.758    1.746  0.288  0.032     1.299  0.000      0.000   0.898      DCEP_F  -999      -999
 5253717937706836480  159.23233 -61.58131      33        31        32    18.052460  11.659  12.469  10.731    0.196 -999.000    4.933 -999.000  0.066  0.025     1.409  0.000      0.000   0.959      DCEP_F  -999      -999
 3199843995225563008   70.66065  -6.80384      35        33        31    18.102240  15.046  15.794  14.198 -999.000 -999.000 -999.000 -999.000  0.525  0.034     1.300  0.000      0.000   0.993         ---  -999    NC:c,e
 6026596989041710336  254.88447 -32.95258      29        28        28    18.131880  12.526  13.104  11.760    0.325    0.192    5.992    3.676  0.077  0.041     1.248  0.000      0.000   0.981      DCEP_F  -999      -999
 5255254711361371520  157.07013 -59.35018      32        30        32    18.177580   8.299   8.974   7.519    0.339    0.244    4.278    2.504  0.320  0.031     1.278  0.000      0.000   1.082      DCEP_F  -999      -999
  188724234539584256   78.84160  40.07802      35        31        29    18.190760   9.775  10.657   8.850    0.213    0.145    4.767    2.458  0.172  0.043     1.260  0.000      0.000   0.976      DCEP_F  -999      -999
 5407022014988284928  151.45791 -49.15469      41        37        34    18.263380  13.567  14.320  12.739    0.066    0.319    1.226    5.053  0.395  0.018     1.299  0.000      0.000   1.047       OTHER  -999      -999
 4435120673100939392  249.80493   4.84926      38        37        37    18.342400  13.724  14.332  12.973    0.188    0.118    4.790    0.489  0.507  0.029     1.266  0.000      0.000   1.010       OTHER  -999      -999
 5831419690696297088  243.18707 -60.24947      39        36        37    18.657940  15.708  16.491  14.767    0.198 -999.000    3.813 -999.000  0.232  0.044     1.387  0.000      0.000   1.025       OTHER  -999      -999
 4365635279142583424  254.29894  -4.06660      42        39        39    18.686110  11.628  12.154  10.948    0.337    0.139    6.471    4.263  0.234  0.037     1.086  0.000      0.000   1.174        WVIR  -999      -999
 1335461398554969472  262.29931  33.66803      29        21        25    18.724940  14.493  14.990  13.834 -999.000 -999.000 -999.000 -999.000  0.074  0.019     1.249  0.000      0.000   1.046       OTHER  -999      -999
 5577329081864722176  102.23505 -37.27591      31        30        31    18.778120   9.756  10.161   9.216    0.340    0.230    5.266    3.441  0.371  0.026     1.158  0.063      2.032   1.316        WVIR  -999       f,g
 5351161399785606016  161.13616 -57.56536      28        26        25    18.873020   7.148   7.821   6.429 -999.000 -999.000 -999.000 -999.000  0.512  0.041     1.193  0.000      0.000   0.924      DCEP_F  -999      -999
 5845741379403386624  211.72838 -71.37132      30        24        27    18.940190  10.821  11.506  10.032    0.163 -999.000    6.539 -999.000  0.279  0.029     1.316  0.000      0.000   1.013         ---  -999      NC:b
 4089589175451581952  275.37255 -23.43924      20        15        13    18.951080  13.194  14.056  12.456    0.236    0.256    5.973    5.968  0.095  0.033     1.276  0.000      0.000   1.114        WVIR  -999      -999
  337760939738727168   41.81749  44.73790      25        25        25    18.977930  13.729  14.314  13.015 -999.000 -999.000 -999.000 -999.000  0.312  0.030     1.259  0.000      0.000   1.040       OTHER  -999      -999
 5979491265209180800  259.73404 -32.41453      18        16        14    19.089630  12.295  12.763  11.676    0.262    0.146    6.882    1.719  0.943  0.047     1.341  0.000      0.000   0.927       OTHER  -999      -999
 6059700127404165248  189.95127 -59.58334      37        36        37    19.148800  16.184  17.044  15.234    0.069    0.181    4.376    0.920  0.234  0.043     1.351  0.000      0.000   0.944       OTHER  -999      -999
 3458316535848945408   90.21282  39.72040      17        14        15    19.206600  12.898  13.744  12.023    0.407 -999.000    5.676 -999.000  0.499  0.036     1.300  0.000      0.000   0.994         ---  -999      NC:i
 3137895792132452736  114.17452   3.90551      29        27        27    19.448130  11.381  12.053  10.586    0.142 -999.000    7.015 -999.000  2.840  0.035     1.262  0.000      0.000   1.073       OTHER  -999      -999
 3642838565790179456  214.98981  -3.83576      16        15        15    19.486970  16.513  16.926  15.960    0.265 -999.000    5.543 -999.000 -0.039  0.119     1.230  0.236      1.828   1.153        WVIR  -999       c,g
 5311352065144961024  137.10059 -53.49457      38        30        31    19.500230  12.303  13.014  11.412    0.149 -999.000    6.659 -999.000  0.174  0.027     1.324  0.000      0.000   1.084        WVIR  -999      -999
 4204374860822574208  287.48541  -8.15969      16        14        12    19.686230  16.513  17.287  15.529    0.384 -999.000    5.064 -999.000  0.129  0.071     1.404  0.000      0.000   0.985       OTHER  -999      -999
 6647640365167706240  271.84168 -58.96168      23        21        22    20.071740  10.199  10.430   9.504    0.263 -999.000    6.012 -999.000  0.353  0.037     1.281  0.000      0.000   0.922        WVIR  -999      -999
 1873250780732545920  314.33680  40.17749      37        32        34    20.140340   9.274  10.356   8.277    0.175 -999.000    5.067 -999.000  0.350  0.028     1.322  0.000      0.000   0.983      DCEP_F  -999      -999
  667583091989865472  119.90842  17.74160      27        25        26    20.204990  11.624  12.264  10.896    0.242 -999.000    6.718 -999.000  0.922  0.046     1.254  0.000      0.000   1.098       OTHER  -999      -999
 5830310390873722112  247.40532 -61.59438      48        47        47    20.361050  15.924  16.644  15.098    0.383    0.337    4.941    6.136  0.158  0.044     1.305  0.000      0.000   1.032       OTHER  -999      -999
 5523162573544337408  129.25540 -44.11465      22        25        25    20.497640   6.657   7.310   5.897    0.258 -999.000    4.939 -999.000  0.547  0.032     3.470  0.000      0.000   0.971      DCEP_F  -999      -999
 6851491573302994304  298.85748 -24.46151      26        23        25    20.663020  11.648  12.571  10.705    0.315    0.212    5.488    3.469  0.184  0.049     1.373  0.000      0.000   1.207        WVIR  -999      -999
 5937099633141128448  251.32962 -51.34264      32        30        31    20.853060   9.596  10.514   8.672    0.223 -999.000    4.074 -999.000  0.248  0.047     1.336  0.000      0.000   0.946      DCEP_F  -999      -999
 5900710814725780736  226.91148 -50.95968      38        38        38    20.909280  12.122  12.671  11.419    0.340 -999.000    4.782 -999.000  1.105  0.038     1.250  0.000      0.000   0.968       OTHER  -999      -999
 5546644877742250624  124.03649 -33.73745      35        32        30    20.986100  16.163  16.951  15.270    0.091 -999.000    4.285 -999.000  0.387  0.042     1.316  0.000      0.000   0.992       OTHER  -999      -999
 4161479334488856320  265.31484 -13.53741      15        16        15    21.055330  12.336  13.116  11.523 -999.000 -999.000 -999.000 -999.000  0.133  0.042     1.308  0.000      0.000   1.144        WVIR  -999      -999
 1285665719523300480  216.67997  31.87115      43        39        39    21.191340   9.741  10.322   9.027 -999.000 -999.000 -999.000 -999.000  3.510  0.033     1.215  0.000      0.000   1.228       OTHER  -999      -999
 5855676944429471872  190.80992 -69.05656      39        38        37    21.251670  11.667  12.340  10.895    0.130    0.273    2.154    1.964  0.181  0.025     1.567  0.000      0.000   1.154        WVIR  -999      -999
 4644478166748030976   35.20622 -73.08565      30        25        29    21.367290  13.629  14.022  13.062    0.380    0.270    4.912    3.451 -0.052  0.015     1.226  0.000      0.000   1.229      DCEP_F  -999      -999
 1964010169902699648  320.47800  37.45917      38        33        34    21.567450  11.312  11.840  10.681    0.446 -999.000    5.468 -999.000  0.121  0.030     1.469  0.000      0.000   1.025        WVIR  -999      -999
